name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus
Paul Georgieff,0,0,0,0,0,0,25,1,0
John Kolosci,0,0,0,0,0,0,25,0,0
Luke Caudillo,0,0,0,0,0,0,50,0,0
Jason Black,0,0,0,0,0,0,50,0,0
Diego Saraiva,0,0,0,0,0,0,75,0,0
Scott Junk,0,0,0,0,0,0,25,11,0
Edilberto de Oliveira,0,0,0,0,0,0,50,0,0
Anthony Torres,0,90,0,0,0,0,25,0,0
Renato Sobral,0,360,80,75,0,0,100,111,25
Mike Nickels,0,90,0,0,0,0,25,18,0
Jason Gilliam,0,0,0,0,0,0,50,0,0
Floyd Sword,0,0,0,0,0,0,25,0,0
Brandon Melendez,0,0,0,0,0,0,25,2,0
Jens Pulver,200,0,240,75,0,0,50,47,75
Andy Wang,0,0,0,0,0,0,25,0,0
Allen Berube,0,0,0,0,0,0,25,0,0
Brian Geraghty,0,0,0,0,0,0,25,0,0
Rory Singer,0,90,80,0,0,0,50,27,0
Hector Ramirez,0,0,0,0,0,0,50,16,0
Scott Smith,100,0,0,0,0,0,75,0,0
Stevie Lynch,0,0,0,0,0,0,25,0,0
Pete Spratt,0,270,0,0,0,0,100,25,0
Chad Reiner,0,0,0,0,0,0,50,0,0
Sean Salmon,0,0,0,0,0,0,50,1,0
Elvis Sinosic,0,90,0,0,0,0,150,0,25
Assuerio Silva,0,0,0,0,0,0,75,1,0
Victor Valimaki,0,0,0,0,0,0,50,22,0
David Lee,0,0,0,0,0,0,50,1,0
Josh Haynes,0,0,0,0,0,0,75,0,0
Brad Imes,0,0,0,0,0,0,75,0,0
Dokonjonosuke Mishima,0,0,0,0,0,0,50,0,0
Drew Fickett,0,270,80,0,0,0,75,48,0
Rex Holman,0,0,0,0,0,0,25,0,0
Sam Hoger,0,90,80,0,0,0,75,9,0
Chris Price,0,0,0,0,0,0,50,0,0
Ross Pointon,0,0,0,0,0,0,50,2,0
Marcio Cruz,100,90,0,0,0,0,50,47,0
Jeff Joslin,0,0,0,0,0,0,25,4,0
Shonie Carter,100,0,160,0,0,0,75,42,0
Dave Menne,0,0,160,0,0,0,100,95,50
Logan Clark,0,0,80,0,0,0,0,22,0
Steve Byrnes,0,0,0,0,0,0,25,0,0
Jeff Monson,100,90,80,0,70,0,75,41,25
Sherman Pendergarst,0,0,0,0,0,0,25,0,0
Edwin DeWees,0,0,0,0,0,0,75,0,0
Josh Shockman,0,0,0,0,0,0,25,0,0
Jeremy Jackson,0,0,0,0,0,0,50,0,0
Gideon Ray,0,0,0,0,0,0,75,7,0
Justin James,0,0,0,0,0,0,25,0,0
Ken Shamrock,200,360,0,0,0,0,125,39,25
Crafton Wallace,0,0,0,0,0,0,50,0,0
Danny Abbadi,0,0,0,0,0,0,50,0,0
Mario Neto,0,0,0,0,0,0,25,0,0
Rob MacDonald,0,90,0,0,0,0,50,7,0
Wes Combs,0,0,0,0,0,0,50,1,0
Cory Walmsley,0,0,0,0,0,0,25,0,0
Yuki Sasaki,0,0,0,0,0,0,25,2,0
Jason Von Flue,0,90,0,0,0,0,50,10,0
Kristof Midoux,0,0,0,0,0,0,25,0,0
Sammy Morgan,0,0,0,0,0,0,50,0,0
Dan Christison,0,90,0,0,0,0,25,15,0
Joe Jordan,0,0,0,0,0,0,25,0,0
Gilbert Aldana,0,0,0,0,0,0,50,0,0
Branden Lee Hinkle,100,0,0,0,0,0,50,27,0
Kristian Rothaermel,0,0,0,0,0,0,25,0,0
Justin Levens,0,0,0,0,0,0,50,0,0
Royce Gracie,100,630,0,0,0,0,25,17,0
Solomon Hutcherson,0,0,0,0,0,0,25,0,0
Fabiano Scherner,0,0,0,0,0,0,50,0,0
Rick Davis,0,0,0,0,0,0,25,0,0
Nick Thompson,0,0,80,0,0,0,25,34,0
David Terrell,100,90,0,0,0,0,25,12,25
Derrick Noble,0,0,0,0,0,0,25,7,0
Steve Vigneault,0,0,0,0,0,0,25,0,0
Ansar Chalangov,0,0,0,0,0,0,50,0,0
Trevor Prangley,0,90,80,0,0,0,50,52,0
Justin Eilers,100,0,0,0,0,0,75,0,25
Tom Murphy,100,0,0,0,0,0,0,28,0
Icho Larenas,0,0,0,0,0,0,25,0,0
Mike van Arsdale,0,90,80,0,0,0,50,39,0
Mike Whitehead,0,0,0,0,0,0,25,0,0
Alex Karalexis,100,0,0,0,0,0,50,5,0
Kevin Jordan,0,0,0,0,0,0,50,0,0
Jeff Newton,0,0,0,0,0,0,25,0,0
Kit Cope,0,0,0,0,0,0,25,0,0
Kerry Schall,0,0,0,0,0,0,25,0,0
Sean Gannon,0,0,0,0,0,0,25,0,0
Keigo Kunihara,0,0,0,0,0,0,25,0,0
Tra Telligman,0,90,0,0,0,0,100,7,0
Brian Gassaway,0,0,0,0,0,0,25,0,0
Matt Lindland,300,90,240,75,0,0,75,160,25
Bill Mahood,0,0,0,0,0,0,25,0,0
Koji Oishi,0,0,0,0,0,0,50,0,0
Travis Wiuff,0,0,0,0,0,0,50,0,0
John Marsh,0,0,0,0,0,0,25,0,0
Bobby Southworth,0,0,0,0,0,0,25,0,0
Jason Thacker,0,0,0,0,0,0,25,0,0
Chris Sanford,0,0,0,0,0,0,25,0,0
Lodune Sincaid,0,0,0,0,0,0,25,0,0
Alex Schoenauer,0,0,0,0,0,0,25,0,0
Josh Rafferty,0,0,0,0,0,0,25,0,0
Mike Kyle,200,0,0,0,0,0,25,23,0
Tony Fryklund,100,90,0,0,0,0,50,54,0
Renato Verissimo,0,0,80,0,0,0,50,18,0
Vernon White,0,0,0,0,0,0,25,0,0
Ronald Jhun,0,0,0,0,0,0,25,0,0
Kimo Leopoldo,100,90,0,0,0,0,100,9,0
Curtis Stout,0,0,0,0,0,0,50,0,0
Tiki Ghosn,0,0,0,0,0,0,100,4,0
Wesley Correira,100,0,0,0,0,0,50,18,0
Wes Sims,0,0,0,0,0,0,75,0,0
Jonathan Wiezorek,100,0,0,0,0,0,0,0,0
Wade Shipp,0,0,0,0,0,0,25,10,0
Genki Sudo,0,180,0,0,0,0,25,4,0
Carlos Newton,0,270,0,0,0,0,100,1,75
Lee Murray,0,90,0,0,0,0,0,0,0
David Abbott,500,180,80,0,0,0,250,72,0
Falaniko Vitale,100,0,0,0,0,0,25,0,0
Keith Rockel,0,90,0,0,0,0,25,9,0
Chris Liguori,0,0,0,0,0,0,25,0,0
Nick Agallar,0,0,0,0,0,0,25,0,0
Pedro Rizzo,600,0,80,0,70,0,125,31,75
Ricco Rodriguez,500,0,0,0,0,0,50,89,50
Gan McGee,200,0,0,0,0,0,50,11,25
Dave Strasser,0,0,80,0,0,0,25,36,0
Gerald Strebendt,0,0,0,0,0,0,25,0,0
Eddie Ruiz,0,0,0,0,0,0,25,0,0
Romie Aram,0,0,0,0,0,0,25,0,0
Sean Alvarez,0,0,0,0,0,0,25,0,0
Richard Crunkilton,0,0,0,0,0,0,25,2,0
Mark Weir,100,0,0,0,0,0,50,13,0
Alexandre Dantas,0,0,0,0,0,0,50,0,0
Gil Castillo,0,0,80,0,0,0,50,9,50
Ian Freeman,200,0,80,0,0,0,50,40,0
Phillip Miller,0,90,80,0,0,0,0,1,0
Benji Radach,0,0,80,0,0,0,25,27,0
Eugene Jackson,200,90,0,0,0,0,100,18,0
Leigh Remedios,0,0,0,0,0,0,25,0,0
James Zikic,0,0,0,0,0,0,25,0,0
Chris Haseman,0,0,0,0,0,0,25,0,0
Nick Serra,0,0,0,0,0,0,25,0,0
Steve Berger,0,0,0,0,0,0,50,0,0
Joao Pierini,0,0,0,0,0,0,25,0,0
Zach Light,0,0,0,0,0,0,25,0,0
Murilo Bustamante,100,180,0,0,0,0,25,11,50
Rodrigo Ruas,0,0,0,0,0,0,25,0,0
Tsuyoshi Kohsaka,100,0,160,0,0,0,75,33,0
Paul Creighton,0,0,0,0,0,0,25,0,0
Amar Suloev,0,0,0,0,0,0,50,0,0
Andrei Semenov,100,0,0,0,0,0,25,0,0
Hayato Sakurai,0,0,0,0,0,0,25,0,25
Pat Miletich,100,270,80,0,140,0,50,55,75
Pete Williams,100,180,0,0,0,0,125,10,25
Kelly Dullanty,0,0,0,0,0,0,25,0,0
Jutaro Nakao,100,0,0,0,0,0,25,7,0
Chris Brennan,0,0,0,0,0,0,50,0,0
Kevin Randleman,0,0,320,0,0,0,75,33,75
Bobby Hoffman,0,0,0,0,0,0,50,0,0
Homer Moore,0,0,0,0,0,0,25,0,0
Roberto Traven,0,0,0,0,0,0,25,0,0
Fabiano Iha,100,180,0,0,0,0,100,9,0
Semmy Schilt,100,0,0,0,0,0,25,9,0
Yuki Kondo,100,0,0,0,0,0,50,19,25
Paul Rodriguez,0,0,0,0,0,0,25,1,0
Joey Gilbert,0,0,0,0,0,0,25,0,0
Phil Johns,0,0,0,0,0,0,25,0,0
Yoji Anjo,0,0,0,0,0,0,75,0,0
Kenichi Yamamoto,0,90,80,0,0,0,25,15,25
Daiju Takase,0,0,0,0,0,0,75,0,0
Lance Gibson,100,0,0,0,0,0,25,6,0
Maurice Smith,100,90,80,0,70,0,75,79,0
John Lewis,100,0,0,0,0,0,25,11,0
Aaron Brink,0,0,0,0,0,0,25,0,0
Dan Severn,0,450,160,0,70,0,100,84,0
Mark Hughes,0,0,80,0,0,0,0,5,0
Alex Stiebling,0,0,0,0,0,0,25,0,0
Ben Earwood,0,0,80,0,0,0,0,3,0
Laverne Clark,100,0,0,75,0,0,25,33,0
Tim Lajcik,0,0,0,0,0,0,50,1,0
Tedd Williams,100,0,0,0,0,0,25,0,0
Marcelo Aguiar,0,0,0,0,0,0,25,0,0
Tyrone Roberts,0,0,80,0,0,0,0,6,0
David Dodd,0,0,0,0,0,0,50,0,0
Amaury Bitetti,0,0,0,0,0,0,25,0,0
Alex Andrade,0,0,0,0,0,0,25,6,0
Joao Roque,0,0,0,0,0,0,25,1,0
Nate Schroeder,0,0,0,0,0,0,25,0,0
Adrian Serrano,0,0,0,0,0,0,25,0,0
Sanae Kikuta,0,90,0,0,0,0,0,4,0
Ron Waterman,100,0,80,0,0,0,25,63,0
Satoshi Honma,0,0,0,0,0,0,25,0,0
Steve Judson,0,0,0,0,0,0,50,5,0
Jermaine Andre,0,0,0,0,0,0,25,0,0
Ikuhisa Minowa,0,0,0,0,0,0,0,0,0
Joe Slick,100,0,0,0,0,0,25,6,0
Bob Cook,0,90,0,0,0,0,0,0,0
David Velasquez,0,0,0,0,0,0,25,0,0
Brad Gumm,0,0,0,0,0,0,25,0,0
Scott Adams,0,90,0,0,0,0,0,0,0
Katsuhisa Fujii,100,0,0,0,0,0,25,26,0
Jason DeLucia,0,90,0,0,0,0,50,3,0
Keiichiro Yamamiya,0,0,0,0,0,0,25,0,0
Masutatsu Yano,0,0,0,0,0,0,25,0,0
Brad Kohler,100,0,0,0,0,0,25,9,0
Jason Godsey,0,0,0,0,0,0,50,0,0
Paul Jones,0,90,0,0,0,0,25,20,0
Frank Shamrock,200,270,0,0,0,0,0,38,25
Valeri Ignatov,0,0,0,0,0,0,50,0,0
Andre Pederneiras,0,0,0,0,0,0,25,0,25
Lowell Anderson,0,0,0,0,0,0,25,0,0
Marco Ruas,100,270,0,0,0,0,50,39,0
Flavio Luiz Moura,0,0,0,0,0,0,25,0,0
Royce Alger,0,0,0,0,0,0,50,3,0
Andre Roberts,100,0,0,0,0,0,25,0,0
Travis Fulton,0,0,80,0,0,0,25,25,0
Bas Rutten,100,0,0,0,70,0,0,8,0
Tony Petarra,0,0,0,0,0,0,25,0,0
Chris Condo,0,0,0,0,0,0,25,0,0
Marcelo Mello,100,0,0,0,0,0,0,7,0
David Roberts,0,0,0,0,0,0,25,0,0
Gary Goodridge,400,0,0,0,0,0,100,16,0
Guy Mezger,200,90,80,0,0,0,25,54,0
Jorge Patino,0,0,0,0,0,0,25,0,0
Sione Latu,0,0,0,0,0,0,0,0,0
Joey Roberts,0,0,0,0,0,0,25,8,0
Frank Caracci,0,0,0,0,0,0,25,0,0
Jerry Bohlander,0,360,80,0,0,0,50,18,0
Darrel Gholar,0,0,0,0,0,0,25,0,0
John Lober,0,0,0,0,0,0,25,0,0
Mikey Burnett,100,0,80,0,0,0,25,49,0
Townsend Saunders,0,0,0,0,0,0,50,0,0
Ebenezer Fontes Braga,0,90,0,0,0,0,0,6,0
Tulio Palhares,100,0,0,0,0,0,0,20,0
Adriano Santos,0,0,0,0,0,0,25,0,0
Joe Pardo,0,0,0,0,0,0,25,0,0
Hugo Duarte,0,0,0,0,0,0,25,0,0
Bob Gilstrap,0,0,0,0,0,0,25,0,0
Allan Goes,0,0,0,0,0,0,25,5,0
Noe Hernandez,0,0,0,0,0,0,25,0,0
Igor Zinoviev,0,0,0,0,0,0,25,0,0
Kevin Jackson,100,90,0,0,0,0,50,18,0
Eugenio Tadeu,0,0,0,0,0,0,25,0,0
Joe Charles,0,0,0,0,0,0,50,1,0
Kazushi Sakuraba,0,90,0,0,0,0,0,0,0
Marcus Silveira,0,0,0,0,0,0,25,0,0
Mark Kerr,200,180,0,0,0,0,0,22,0
Dwayne Cason,100,0,0,0,0,0,25,10,0
Greg Stott,0,0,0,0,0,0,25,0,0
Houston Dorr,0,0,0,0,0,0,25,0,0
Dave Beneteau,200,0,80,0,0,0,75,29,0
Carlos Barreto,0,0,0,0,0,0,25,0,0
Alex Hunter,0,90,0,0,70,0,0,6,0
Harry Moskowitz,0,0,0,0,0,0,25,1,0
Dan Bobish,0,90,0,0,0,0,25,3,0
Brian Johnston,200,0,0,0,0,0,100,6,0
Todd Butler,0,0,0,0,0,0,25,0,0
Moti Horenstein,0,0,0,0,0,0,50,0,0
Sam Fulton,0,0,0,0,0,0,25,0,0
Joe Moreira,0,0,80,0,0,0,25,9,0
Yuri Vaulin,0,0,0,0,0,0,25,0,0
Donnie Chappell,0,0,0,0,0,0,25,0,0
Steven Graham,0,90,0,0,0,0,25,0,0
Enson Inoue,0,90,0,0,0,0,0,0,0
Dmitri Stepanov,0,0,0,0,0,0,25,1,0
Christophe Leninger,0,0,0,0,0,0,50,0,0
Tony Halme,0,0,0,0,0,0,25,0,0
Jack Nilson,100,0,0,0,0,0,0,10,0
Saeed Hosseini,0,0,0,0,0,0,25,0,0
Scott Ferrozzo,100,0,80,0,0,0,50,68,0
Wes Albritton,0,0,0,0,0,0,25,0,0
Nick Sanzo,0,0,0,0,0,0,25,0,0
Jim Mullen,0,0,0,0,0,0,25,0,0
Rainy Martinez,0,0,0,0,0,0,25,0,0
Yoshiki Takahashi,0,0,80,0,0,0,0,19,0
Wallid Ismail,0,0,0,0,0,0,25,0,0
Steve Nelmark,0,0,0,0,0,0,25,9,0
Don Frye,500,270,0,0,0,0,25,88,0
Mark Hall,100,0,0,0,0,0,75,2,0
Paul Varelans,200,90,80,0,0,0,100,17,0
Cal Worsham,100,0,0,0,0,0,50,10,0
Fabio Gurgel,0,0,0,0,0,0,25,0,0
Sam Adkins,0,0,0,0,0,0,50,0,0
Reza Nasri,0,0,0,0,0,0,25,0,0
Julian Sanchez,0,0,0,0,0,0,25,0,0
John Campetella,0,0,0,0,0,0,25,0,0
Scott Fiedler,0,0,0,0,0,0,25,1,0
Geza Kalman,100,0,0,0,0,0,0,18,0
Dieusel Berto,0,0,0,0,0,0,25,0,0
Mark Schultz,0,0,0,0,0,0,0,7,0
Koji Kitao,0,0,0,0,0,0,25,0,0
Tai Bowden,0,0,0,0,0,0,25,0,0
Zane Frazier,0,0,0,0,0,0,25,0,0
Rafael Carino,100,0,0,0,0,0,0,8,0
Matt Andersen,0,0,0,0,0,0,25,0,0
Paul Herrera,0,0,0,0,0,0,25,0,0
Thomas Ramirez,0,0,0,0,0,0,25,0,0
Oleg Taktarov,0,450,80,0,0,0,50,0,0
Keith Hackney,100,90,0,0,0,0,50,41,0
Steve Jennum,100,90,0,0,0,0,25,16,0
Remco Pardoel,100,180,0,0,0,0,50,9,0
Larry Cureton,0,0,0,0,0,0,50,5,0
Ryan Parker,0,0,0,0,0,0,25,0,0
Harold Howard,100,0,0,0,0,0,50,9,0
Scott Bessac,0,90,0,0,0,0,0,0,0
David Hood,0,0,0,0,0,0,25,1,0
Gerry Harris,0,0,0,0,0,0,25,0,0
Anthony Macias,0,0,0,0,0,0,50,8,0
John Matua,0,0,0,0,0,0,25,0,0
Patrick Smith,100,270,0,0,0,0,25,20,0
Rudyard Moncayo,0,0,0,0,0,0,25,0,0
Todd Medina,0,90,0,0,0,0,25,3,0
Ernie Verdicia,0,0,0,0,0,0,25,2,0
John Dowdy,0,0,0,0,0,0,25,0,0
Jon Hess,100,0,0,0,0,0,0,15,0
Andy Anderson,0,0,0,0,0,0,25,0,0
Asbel Cancio,0,0,0,0,0,0,25,0,0
Marcus Bossett,0,0,0,0,0,0,25,1,0
Melton Bowen,0,0,0,0,0,0,25,0,0
Joe Son,0,0,0,0,0,0,25,0,0
Ron van Clief,0,0,0,0,0,0,25,0,0
Jason Fairn,0,0,0,0,0,0,25,0,0
Felix Lee Mitchell,0,0,0,0,0,0,25,0,0
Emmanuel Yarborough,0,0,0,0,0,0,25,0,0
Roland Payne,0,0,0,0,0,0,25,0,0
Johnny Rhodes,100,90,0,0,0,0,25,16,0
Orlando Wiet,100,0,0,0,0,0,25,6,0
Fred Ettish,0,0,0,0,0,0,25,0,0
Scott Morris,0,90,0,0,0,0,25,1,0
Minoki Ichihara,0,0,0,0,0,0,25,1,0
Scott Baker,0,0,0,0,0,0,25,0,0
Alberta Cerra Leon,0,0,0,0,0,0,25,0,0
Robert Lucarelli,0,0,0,0,0,0,25,0,0
Frank Hamaker,0,90,0,0,0,0,0,2,0
Thaddeus Luster,0,0,0,0,0,0,25,0,0
David Levicki,0,0,0,0,0,0,25,0,0
Sean Daugherty,0,0,0,0,0,0,25,0,0
Ray Wizard,0,0,0,0,0,0,25,0,0
